name	date	distance	class	diameter	velocity
333578 2006 KM103	2089.75	8.6	APO	343.1463245	8.97
2005 TC51	2089.833333	2.5	APO	11.89814758	9.36
2011 UT91	2089.916667	2.3	APO	82.31506992	12.76
2013 NJ4	2089.916667	7.7	APO	11.36264273	5.69
2006 WB	2089.916667	3.9	ATE	94.51034563	4.41
2010 UE51	2090	4.1	APO	7.507223601	1.01
2002 JX8	2090.416667	9.7	ATE	298.8679546	5.9
2013 WA44	2090.416667	9.6	AMO	62.44236613	1.54
2008 LD	2090.5	6.7	ATE	5.694811474	3.98
2013 BS45	2090.75	6.4	ATE	22.67145283	3.2
2009 SH2	2090.75	2	ATE	35.93183125	4.23
2002 XQ40	2091	5.5	APO	113.6264273	11.38
2012 BB14	2091.166667	7.9	APO	34.31463245	3.03
3361 Orpheus	2091.333333	8.2	APO	543.8502737	9.09
2006 HC2	2091.333333	6.8	APO	149.7888034	11.58
2011 MU	2091.5	9.7	APO	312.9531674	22.12
163373 2002 PZ39	2091.666667	5.5	APO	569.4811474	16.72
2007 TH3	2091.833333	9.2	ATE	39.39846951	6.11
2009 UC19	2091.833333	6.3	APO	32.77021958	10.92
2006 WQ127	2092.5	6.1	APO	75.07223601	17.68
2010 MZ1	2092.5	7.6	AMO	26.03031067	12.6
2008 PF2	2092.666667	4.6	AMO	62.44236613	8.84
2012 QG42	2092.75	6.2	APO	226.7145283	11.21
1997 GL3	2092.75	8.3	APO	519.3729793	25.29
2012 UV136	2092.916667	4.6	APO	27.25708142	3.94
2001 XX4	2093	5.7	APO	130.460594	18.12
2012 DM32	2093.166667	6.3	APO	19.74600995	8.06
2004 FX1	2093.25	6.5	APO	29.88679546	11.67
65679 1989 UQ	2093.666667	6.3	ATE	452.3549545	7.1
350751 2002 AW	2093.833333	4.2	APO	237.3992548	8.48
153201 2000 WO107	2093.916667	3.2	ATE	473.6737868	26.18
3200 Phaethon	2094	7.7	APO	4125.526218	34.23
2010 VK139	2094.916667	2.6	ATE	62.44236613	13.87
2009 BG	2095.083333	3.9	APO	27.25708142	8.23
359369 2009 YG	2095.083333	8.6	APO	684.6669297	20.47
27002 1998 DV9	2095.166667	9.5	APO	786.1028149	7.59
1999 FA	2095.25	9.6	APO	248.587537	7.4
2012 FP35	2095.25	1.6	APO	9.025667938	14.04
2009 FV23	2095.333333	9.2	AMO	22.67145283	6.91
297300 1998 SC15	2095.333333	3.3	APO	495.9973446	14.06
2006 WQ127	2095.5	7.9	APO	75.07223601	17.39
2010 RF12	2095.75	0.02	APO	8.231506992	10.88
2007 US12	2095.833333	7.7	ATE	130.460594	16.8
35396 1997 XF11	2095.833333	5.2	APO	1430.471967	13.68
2013 XY8	2096	0.9	APO	34.31463245	9.33
357439 2004 BL86	2096.083333	9.3	APO	569.4811474	15.33
269690 1996 RG3	2096.166667	2.4	APO	684.6669297	14.15
2010 MA	2096.5	8.7	ATE	24.8587537	10.66
2001 GO2	2096.75	6.5	APO	47.36737868	5.31
2005 UO	2096.833333	1.3	APO	130.460594	19.16
2007 PV27	2097.166667	8.3	APO	312.9531674	16.82
2011 GW9	2097.333333	7.6	APO	8.231506992	10.72
2006 BQ6	2097.666667	8.8	APO	393.9846951	12.6
2000 QS7	2097.666667	8.7	APO	431.9956278	12.58
2001 GO2	2097.75	6.4	APO	47.36737868	5.29
2009 UD	2097.833333	3.7	APO	12.45889	3.8
260141 2004 QT24	2097.833333	5.3	APO	750.7223601	11.68
2014 AE29	2098.083333	7.6	ATE	11.36264273	5.3
2007 HE15	2098.583333	7.7	APO	393.9846951	10.1
2010 SE	2098.75	3.7	APO	47.36737868	13.18
2004 JN1	2099	9	APO	65.38518418	4.39
2004 XM29	2099.083333	2.3	APO	90.25667938	14.79
2010 DA	2099.25	8.9	APO	298.8679546	20.15
2014 EF	2099.25	7.1	APO	5.438502737	14.41
1998 KY26	2099.5	8.1	APO	27.25708142	4.98
2013 TC6	2099.833333	9.5	APO	71.6934288	13.39
2001 SY269	2099.833333	7.6	APO	171.9805571	16.66
33342 1998 WT24	2100	4.9	ATE	902.5667938	9.01
2012 EQ10	2100.25	9.6	APO	22.67145283	8.06
2003 FK1	2100.25	9.5	ATE	86.19445965	14.61
363116 2001 GQ2	2100.333333	1.3	APO	327.7021958	19.45
170086 2002 XR14	2100.5	6.6	APO	861.9445965	17.47
2004 FD	2100.583333	7.5	APO	90.25667938	21.42
2010 LE15	2100.666667	9.8	ATE	431.9956278	8.95
2007 YV56	2101.083333	0.6	APO	216.5106937	19.27
2006 BA	2101.083333	5.8	APO	10.36285333	5.97
2011 CQ1	2101.166667	9	ATE	1.30460594	5.78
2008 GD110	2101.333333	5.2	APO	43.19956278	8.19
2012 UV136	2101.416667	6.9	APO	27.25708142	4.04
2006 KV89	2101.416667	5	APO	188.572931	7.68
2002 PD43	2101.666667	2.4	APO	519.3729793	39.55
2005 YO3	2102	8	ATE	32.77021958	9.94
2011 BT15	2102.083333	3.4	APO	149.7888034	7.21
2010 AL30	2102.083333	4.8	APO	12.45889	10.03
2014 DH6	2102.166667	3.7	APO	23.73992548	16.94
2002 GR	2102.25	2.3	APO	78.61028149	5.68
2005 XY4	2102.25	8	APO	68.46669297	20
2101 Adonis	2102.583333	7.6	APO	596.3199671	24.58
2013 RO5	2102.75	9.5	ATE	37.62524629	7.74
2012 US18	2102.833333	2.3	APO	6.538518418	10.12
2012 BV13	2103.083333	3.5	ATE	124.5889	7.05
2007 DD	2103.166667	5.4	ATE	23.73992548	3.89
1995 CR	2103.166667	4.3	ATE	156.8481322	29.86
2012 EA	2103.25	3.4	APO	14.30471967	5.08
2012 DH54	2103.25	4.1	ATE	10.85123956	4.91
231937 2001 FO32	2103.25	8.1	APO	989.64481	34.44
2004 FY31	2103.333333	8.1	APO	143.0471967	11.33
2009 UY19	2103.333333	3.5	APO	71.6934288	4.75
2013 GH84	2103.416667	9.8	APO	248.587537	10.21
1999 NW2	2103.583333	7	APO	78.61028149	5.25
1998 QP	2103.666667	10	APO	197.4600995	16.4
54509 YORP	2104.083333	2	APO	98.964481	7.23
2004 CO49	2104.166667	9.6	APO	156.8481322	9.43
2001 EC16	2104.25	6.7	APO	118.9814758	10.35
2013 ND15	2104.5	5.1	ATE	51.93729793	15.32
2006 CT	2104.583333	8.7	APO	124.5889	7.53
7482 1994 PC1	2105.083333	6.1	APO	1497.888034	19.85
4581 Asclepius	2105.25	7.2	APO	248.587537	10.21
2004 FJ11	2105.416667	8.6	APO	216.5106937	9.67
2005 SV4	2105.75	7.4	APO	98.964481	11.29
162416 2000 EH26	2106.333333	3.6	APO	156.8481322	8.15
2013 JL22	2106.416667	8.2	APO	206.7661072	19.11
2004 MD6	2106.5	5.2	ATE	272.5708142	21.36
2014 DB	2106.666667	7.1	APO	68.46669297	25.92
1999 UR	2106.916667	8.6	APO	171.9805571	8.17
2002 VE68	2106.916667	9.4	ATE	272.5708142	8.55
162567 2000 RW37	2107.166667	8.8	APO	343.1463245	9.39
2010 FM	2107.25	8.8	ATE	13.0460594	6.26
2014 AF51	2107.416667	8.7	AMO	272.5708142	6.54
2013 VJ11	2107.583333	5.7	APO	9.025667938	9.55
2011 UW158	2108.583333	4.3	APO	452.3549545	6.4
2008 GP3	2108.833333	5.9	APO	29.88679546	12.38
2004 QA22	2109	4.2	ATE	9.025667938	3.69
2014 AG51	2109.083333	10	APO	3.593183125	14.04
2007 TL23	2109.083333	7.9	APO	180.085751	25.29
2011 EH17	2109.25	6.6	ATE	41.25526218	17.9
1999 FN19	2109.333333	7.3	APO	108.5123956	5.86
2005 LD	2109.5	9.9	APO	86.19445965	9.46
2010 NK1	2109.583333	5	APO	113.6264273	9.28
175729 1998 BB10	2109.583333	8.8	APO	298.8679546	13.4
2002 GM2	2109.666667	6.4	APO	653.8518418	26.66
2010 UP	2109.833333	6.4	APO	39.39846951	5.36
2002 CW11	2110.083333	6.4	ATE	20.67661072	5.31
2010 FR	2110.25	7.5	APO	164.240157	13.05
1999 MN	2110.5	2.6	ATE	180.085751	15.14
2010 RX30	2110.75	9.4	ATE	13.0460594	9.22
2011 YH40	2111.083333	9.2	APO	90.25667938	8.65
2011 AB37	2111.083333	9.1	APO	22.67145283	7.36
2001 CQ36	2111.166667	9.2	ATE	108.5123956	5.41
2007 UY1	2111.166667	8.9	ATE	90.25667938	4.84
2013 UB	2111.833333	7.4	ATE	16.4240157	7.35
374158 2004 UL	2111.833333	9.1	APO	596.3199671	36.19
2008 QT3	2112.083333	9.5	APO	596.3199671	9.74
2001 YP3	2112.083333	6.7	APO	136.6090123	11.23
277570 2005 YP180	2112.083333	9.3	APO	473.6737868	19.89
2002 JE9	2112.333333	7.6	APO	197.4600995	13.52
4660 Nereus	2113	6.9	APO	786.1028149	5.79
2007 TU24	2113.083333	9.5	APO	298.8679546	8.09
2007 TQ24	2113.75	6	ATE	130.460594	15.67
2011 BX10	2115	7.7	AMO	684.6669297	10.12
2010 CJ18	2115.166667	9.2	APO	14.97888034	7.6
2014 FO38	2115.25	4.4	ATE	20.67661072	9.09
2002 JX8	2115.416667	7.1	ATE	298.8679546	5.42
2011 BO24	2115.5	9.8	APO	596.3199671	11.98
2013 YD	2116	2.5	APO	65.38518418	13.81
367943 Duende	2116.166667	9.7	ATE	54.38502737	6.16
248590 2006 CS	2116.25	7	APO	1642.40157	32.4
2013 GR38	2116.333333	9.6	APO	149.7888034	15.37
2012 UC	2116.833333	10	ATE	34.31463245	9.56
152685 1998 MZ	2116.916667	1.1	APO	473.6737868	17.55
2013 KT1	2117.416667	4.1	ATE	16.4240157	5.94
2010 HX107	2117.416667	7.4	ATE	71.6934288	6.42
2001 EC	2118.166667	9.2	APO	653.8518418	21.77
2001 EC16	2118.25	5.3	APO	118.9814758	9.93
2009 KK	2118.5	9.6	APO	272.5708142	14.97
2007 VK184	2118.5	6.5	APO	136.6090123	15.13
2010 TE55	2118.833333	1.2	ATE	8.619445965	3.41
2005 GO22	2119.333333	8.1	APO	653.8518418	27.44
2004 KG1	2119.416667	1.3	ATE	51.93729793	10.18
2006 UZ215	2119.833333	5.8	ATE	27.25708142	9.36
163899 2003 SD220	2120	7.1	ATE	1430.471967	6.28
2009 BH2	2120.083333	7	ATE	113.6264273	16.64
154590 2003 MA3	2120.083333	5.9	APO	156.8481322	12
2007 FY20	2120.333333	6.3	APO	37.62524629	9.27
2011 DV	2120.333333	3.7	ATE	260.3031067	5.51
2013 RY29	2120.75	6.1	APO	19.74600995	10.42
2008 TC2	2120.833333	6.3	APO	75.07223601	10.27
2010 UP	2120.833333	6.9	APO	39.39846951	5.27
2006 HW50	2121.333333	7.7	APO	45.23549545	4.34
2006 JF42	2121.416667	6.9	ATE	519.3729793	11.78
331876 2004 CL	2121.583333	8	APO	272.5708142	17.97
2000 WP19	2121.916667	4.9	ATE	103.6285333	8.48
2003 TH2	2122	5.5	APO	94.51034563	8.57
2000 AB6	2122	5	APO	124.5889	8.91
2008 CE22	2122.166667	3	APO	18.0085751	8.74
1995 CR	2122.166667	8.8	ATE	156.8481322	30.41
2010 HX107	2122.416667	7.7	ATE	71.6934288	5.69
2011 YU74	2122.416667	7.6	APO	90.25667938	5.63
162039 1996 JG	2122.416667	9.3	APO	431.9956278	19.78
2006 FH36	2122.666667	8.7	ATE	90.25667938	4.97
2005 RK3	2122.75	7.9	APO	62.44236613	3.2
2005 GC120	2122.916667	2.1	APO	412.5526218	17.78
2011 YE40	2123	9.3	APO	31.29531674	12.7
2005 GU	2123.333333	9.8	APO	343.1463245	22.62
69230 Hermes	2123.333333	8	APO	1085.123956	18.87
2003 YN107	2123.5	4.7	ATE	17.19805571	2.46
2007 UY1	2123.833333	3.8	ATE	90.25667938	5.59
2013 VO5	2123.916667	7.1	APO	188.572931	23.48
139622 2001 QQ142	2124	5.3	APO	716.934288	6.93
2008 AF3	2124.083333	2.9	APO	20.67661072	3.43
66391 1999 KW4	2124.416667	5.5	ATE	1719.805571	21.07
2006 OS9	2124.583333	9.4	APO	945.1034563	33.89
293726 2007 RQ17	2124.666667	7.8	APO	103.6285333	6.37
360191 1988 TA	2124.75	5.9	APO	260.3031067	12.48
2010 FN	2124.833333	8.1	ATE	16.4240157	7.53
2005 YO128	2125.083333	9.9	ATE	41.25526218	10.82
2013 KT1	2125.416667	9	ATE	16.4240157	5.5
162000 1990 OS	2125.666667	8.3	APO	473.6737868	9.28
2009 DB43	2125.833333	5.3	APO	17.19805571	3.88
2005 GL	2125.916667	4.2	APO	197.4600995	12.6
2011 CP4	2126.166667	9.4	ATE	197.4600995	29.72
2001 CP36	2126.166667	8.2	ATE	62.44236613	9.27
2001 HB	2126.333333	7.3	APO	285.4166809	23.28
2002 XQ40	2126.416667	8.3	APO	113.6264273	11.37
52768 1998 OR2	2127.333333	6.6	AMO	2373.992548	8.04
141432 2002 CQ11	2127.416667	9.1	ATE	343.1463245	12.86
2004 UT1	2127.833333	3.2	ATE	16.4240157	6.54
2010 XQ69	2127.916667	8.9	ATE	90.25667938	13.96
152685 1998 MZ	2127.916667	9.4	APO	473.6737868	16.79
2008 ED8	2128.25	1.1	APO	56.94811474	8.72
2011 BN24	2128.333333	7.8	APO	226.7145283	9.94
2003 HT42	2128.333333	9	ATE	37.62524629	5
2002 LY1	2128.5	7.9	ATE	136.6090123	10.86
2011 BO24	2128.5	7.6	APO	596.3199671	11.97
2000 KA	2128.916667	5.7	APO	156.8481322	13.11
2005 BU	2129.083333	9.3	ATE	15.68481322	10.53
2010 RE	2129.166667	9.4	APO	10.85123956	7.05
350751 2002 AW	2129.333333	7.4	APO	237.3992548	7.65
314082 Dryope	2129.583333	6.6	APO	1085.123956	14.02
2007 UW1	2129.833333	0.3	ATE	98.964481	5.47
2011 UB	2129.833333	6.1	APO	10.85123956	6.31
2012 VR76	2129.916667	3.9	APO	10.36285333	4.61
307005 2001 XP1	2130	9.7	APO	861.9445965	28.78
85182 1991 AQ	2130.083333	4.1	APO	1304.60594	24.73
2005 GR33	2130.333333	9.1	ATE	136.6090123	15.34
163348 2002 NN4	2130.5	2.7	ATE	343.1463245	12.25
2011 AH5	2130.583333	8.4	APO	21.65106937	10
2012 GK	2130.583333	5.1	APO	113.6264273	9.44
277475 2005 WK4	2130.666667	7.9	APO	327.7021958	8.38
2340 Hathor	2130.833333	2.3	ATE	343.1463245	13.4
2010 JK1	2130.916667	9.8	APO	45.23549545	4
2012 WH1	2131	6.1	ATE	56.94811474	8.79
2012 BF86	2131.083333	8.3	ATE	103.6285333	11.04
2004 JP1	2131.416667	7.4	APO	94.51034563	12.93
163364 2002 OD20	2131.416667	9.7	APO	596.3199671	9.51
2005 UL5	2131.916667	6.5	ATE	312.9531674	18.12
2006 KV89	2132	7.1	APO	188.572931	7.63
2009 UD	2132.25	8.4	APO	12.45889	3.64
2011 JY1	2132.416667	5.6	APO	41.25526218	12.02
2006 JF42	2132.416667	6.8	ATE	519.3729793	12.72
387746 2003 MH4	2132.5	5.2	APO	343.1463245	9.74
2011 LT17	2132.5	6.5	APO	164.240157	14.08
2012 DM32	2132.75	8.3	APO	19.74600995	8.03
2010 RX30	2132.75	4	ATE	13.0460594	9.6
2008 EE5	2133.166667	8.1	ATE	393.9846951	22.49
2013 WT44	2133.25	7.9	APO	412.5526218	11.95
267221 2001 AD2	2133.333333	3.4	APO	376.2524629	21.53
152637 1997 NC1	2133.5	6.6	ATE	861.9445965	8.84
2011 OB	2133.583333	5.9	ATE	473.6737868	20.12
13651 1997 BR	2133.583333	7.1	APO	1036.285333	11.79
2002 VX91	2133.916667	4.8	ATE	47.36737868	6.31
23187 2000 PN9	2134.25	8.7	APO	2067.661072	31.37
2003 BK47	2134.666667	6.1	APO	945.1034563	20.22
2009 DO111	2134.833333	6.9	APO	94.51034563	9.43
363599 2004 FG11	2134.916667	7	APO	216.5106937	24.06
2008 NP3	2135.166667	9.7	APO	75.07223601	9.65
2013 FD8	2135.25	8.8	ATE	24.8587537	9.35
2009 HE60	2135.333333	6.7	ATE	26.03031067	7.85
2005 GZ128	2135.333333	7.6	ATE	24.8587537	9.86
2012 LA11	2135.5	2.8	ATE	20.67661072	3.62
2012 SX49	2135.75	5.8	ATE	19.74600995	3.64
101955 Bennu	2135.75	1.5	APO	226.7145283	6.02
2011 BQ50	2135.916667	5.9	ATE	8.619445965	3.62
2004 LV3	2136	5.8	APO	596.3199671	20
2000 YF29	2136.083333	4.9	APO	298.8679546	7.5
2009 FD	2136.25	8.4	APO	130.460594	16.53
2009 HE60	2136.333333	8.6	ATE	26.03031067	8.06
2008 AS28	2136.5	7.6	APO	412.5526218	22.45
2008 UW91	2136.916667	9.9	APO	156.8481322	18.88
179806 2002 TD66	2137.166667	9.1	APO	312.9531674	12.22
163683 2002 YP2	2137.416667	5.5	APO	569.4811474	24.8
1999 MN	2137.5	2.1	ATE	180.085751	15.21
2004 QD14	2138	5	ATE	260.3031067	10.23
2010 BB	2138	5.3	ATE	285.4166809	7.99
2003 BR47	2138.166667	9.8	APO	180.085751	13.05
2013 HO11	2138.416667	4.4	APO	86.19445965	6.9
86819 2000 GK137	2138.75	6.6	APO	1136.264273	9.9
2013 UG1	2138.833333	5.9	ATE	118.9814758	13.73
2010 TU149	2138.916667	6.6	APO	248.587537	28.06
2011 WP4	2138.916667	7.8	APO	12.45889	11.4
2003 MS2	2139.583333	9.1	APO	197.4600995	10.96
2009 KN4	2139.583333	5	APO	750.7223601	11.25
136618 1994 CN2	2139.666667	5.5	APO	1497.888034	7.71
2003 RU11	2139.75	5.7	ATE	27.25708142	4.84
2005 YQ96	2140.083333	7.1	ATE	285.4166809	12.46
1998 SD9	2140.666667	7.9	ATE	49.59973446	11.16
153201 2000 WO107	2141	0.6	ATE	473.6737868	26.02
2009 EO2	2141	9.6	APO	412.5526218	11.16
2006 CF	2141	7.9	APO	298.8679546	17.92
2012 DX	2141.166667	8.3	APO	13.0460594	11.06
2009 CB3	2141.25	6.6	APO	452.3549545	25.47
2001 XX4	2141.333333	7.2	APO	130.460594	18.27
2005 GR33	2141.333333	5.2	ATE	136.6090123	15.65
2005 GE60	2141.416667	1.9	ATE	130.460594	8.2
2011 BO24	2141.5	7.9	APO	596.3199671	11.97
7753 1988 XB	2141.5	9.7	APO	653.8518418	13.75
196625 2003 RM10	2141.75	3.2	APO	312.9531674	17.68
2013 XZ9	2142	6.3	APO	113.6264273	14.42
2007 DB61	2142.166667	4.3	ATE	65.38518418	9.22
2000 UG11	2142.916667	7.8	APO	285.4166809	13.56
2014 AE29	2143.083333	6.5	ATE	11.36264273	4.65
1999 FA	2143.25	4.7	APO	248.587537	6.95
354182 2002 DU3	2143.25	6	APO	248.587537	8.73
2011 GM44	2143.333333	9.4	ATE	393.9846951	25.7
2001 CQ36	2143.5	8.3	ATE	108.5123956	5.3
2101 Adonis	2143.583333	8.6	APO	596.3199671	24.36
2005 TU50	2143.833333	8.7	APO	180.085751	19.32
2014 BP	2144.083333	9.9	APO	32.77021958	9.99
208023 1999 AQ10	2144.166667	5.4	ATE	285.4166809	7.6
2004 MD6	2144.5	7.8	ATE	272.5708142	21.92
2011 AM12	2144.583333	9.7	APO	431.9956278	24.41
162422 2000 EV70	2144.666667	7.3	APO	272.5708142	16.63
2005 UN	2144.833333	9.3	APO	22.67145283	5.51
2003 XV	2145	2.9	APO	15.68481322	11.92
33342 1998 WT24	2145	5.6	ATE	902.5667938	9.08
2002 XQ40	2145.416667	6.4	APO	113.6264273	11.06
369057 2008 DK5	2145.666667	8.9	APO	188.572931	17.77
2012 BX34	2146.083333	1.8	ATE	10.36285333	9.46
2012 BB14	2146.166667	9.9	APO	34.31463245	3.45
2009 DO111	2146.25	0.8	APO	94.51034563	9.14
301844 1990 UA	2146.416667	5.3	APO	412.5526218	13.99
2012 XF55	2147.333333	8.4	APO	94.51034563	5.14
2011 UW158	2147.583333	6.2	APO	452.3549545	6.03
2012 OQ	2147.583333	9.6	APO	143.0471967	12.46
161989 Cacus	2147.75	9.6	APO	1304.60594	14.68
85640 1998 OX4	2148.083333	0.8	APO	206.7661072	12.3
138971 2001 CB21	2148.25	9.4	APO	716.934288	11.08
2004 FG29	2148.333333	5.3	ATE	21.65106937	15
164121 2003 YT1	2148.333333	5.2	APO	1974.600995	23.85
1999 MN	2148.5	3.4	ATE	180.085751	15.46
2005 TQ45	2148.833333	10	ATE	26.03031067	12.97
2010 XW58	2148.916667	9.1	APO	35.93183125	5.77
2001 VE2	2148.916667	8.2	APO	34.31463245	5.42
2009 UD	2149.25	7.6	APO	12.45889	3.8
2002 VE68	2149.916667	9.1	ATE	272.5708142	8.66
279744 1998 KM3	2150	3.5	APO	376.2524629	18.18
267221 2001 AD2	2150.333333	4.8	APO	376.2524629	21.36
387668 2002 SZ	2150.75	4.3	APO	285.4166809	17.42
260141 2004 QT24	2150.833333	8.5	APO	750.7223601	11.83
2007 WV4	2151.5	5.9	APO	473.6737868	23.1
2010 MA	2151.5	8.3	ATE	24.8587537	10.54
2008 CS1	2151.666667	7.9	APO	327.7021958	19.17
2005 TQ45	2151.833333	7.2	ATE	26.03031067	13.03
2003 UY12	2151.833333	9.7	ATE	90.25667938	15.56
2013 WF108	2152.416667	9	APO	343.1463245	17.94
141593 2002 HK12	2152.5	9.6	APO	823.1506992	10.4
2013 ND15	2152.5	1.6	ATE	51.93729793	14.9
27002 1998 DV9	2153.166667	9.1	APO	786.1028149	7.55
2003 FK1	2153.25	9.8	ATE	86.19445965	13.93
2004 HM	2153.333333	4.1	APO	78.61028149	12.2
2003 HT42	2153.333333	9.3	ATE	37.62524629	4.99
1997 GL3	2153.75	2	APO	519.3729793	24.99
2011 DU	2153.833333	9.4	APO	206.7661072	10.16
381906 2010 CL19	2153.916667	5.4	APO	945.1034563	20.46
2007 XH16	2154	9.9	APO	393.9846951	15.95
2007 CT26	2154.166667	6.8	ATE	71.6934288	11.2
2013 FB8	2154.333333	7.2	APO	35.93183125	7.31
2013 XG10	2155	9.9	APO	28.54166809	7.82
2008 QT3	2155	5.4	APO	596.3199671	9.26
141432 2002 CQ11	2155.416667	9.2	ATE	343.1463245	13.65
2011 LT17	2155.5	1.8	APO	164.240157	13.88
2010 FR	2155.75	6.2	APO	164.240157	12.43
2012 SL50	2155.75	2.4	APO	18.0085751	11.89
2011 YD29	2156	6.3	ATE	18.8572931	6.89
2009 BH2	2156.083333	6.4	ATE	113.6264273	16.7
2008 EL6	2156.25	7.8	APO	216.5106937	12.89
2007 EO88	2156.25	5.3	APO	18.0085751	10.61
2011 UH20	2156.333333	5.4	APO	216.5106937	20.96
2011 LT17	2157	1	APO	164.240157	14.1
2013 DU	2157.083333	7.7	APO	56.94811474	6.08
2001 UP	2157.833333	7.1	ATE	24.8587537	7.88
2007 WM3	2157.916667	8	ATE	82.31506992	11.9
2005 YK	2158	8.3	APO	14.30471967	9.37
2000 KA	2158.416667	9.1	APO	156.8481322	13.89
1999 MN	2158.583333	7.8	ATE	180.085751	15.37
2013 RO5	2158.75	8.2	ATE	37.62524629	7.61
2010 DM56	2158.75	9.3	APO	359.3183125	14.88
2012 TY52	2158.916667	7.8	APO	188.572931	14.79
2007 GS3	2159.333333	8.4	APO	452.3549545	9
2006 JF42	2159.416667	2.9	ATE	519.3729793	12.36
27002 1998 DV9	2160.083333	5.6	APO	786.1028149	7.63
2006 FX	2160.25	4	APO	343.1463245	17.08
2001 CP36	2161.166667	6.6	ATE	62.44236613	8.81
2002 FD6	2161.333333	3.5	APO	118.9814758	11.32
2005 ED318	2161.416667	5.7	AMO	237.3992548	6.4
2009 XP2	2162	6.7	APO	31.29531674	6.41
2002 LR24	2162.5	9.5	APO	47.36737868	11.3
2006 SS134	2162.75	10	APO	180.085751	17.2
68216 2001 CV26	2162.833333	8.8	APO	1800.85751	12.12
2002 JX8	2163.416667	6.8	ATE	298.8679546	5.55
2008 DG5	2163.5	8.9	APO	393.9846951	6.81
163348 2002 NN4	2163.5	7.5	ATE	343.1463245	12.64
1998 SD9	2163.75	3.5	ATE	49.59973446	10.38
2013 RG74	2163.75	6.6	ATE	75.07223601	17.37
162474 2000 LB16	2164	4.3	APO	716.934288	28.12
1996 GQ	2164.166667	8.6	APO	82.31506992	6.29
2000 QV7	2164.166667	5.3	APO	180.085751	16.23
388945 2008 TZ3	2165.416667	7.9	APO	285.4166809	9.01
2007 US12	2165.833333	4.3	ATE	130.460594	16.39
2005 VN	2165.916667	2.7	APO	90.25667938	11.84
2013 VO5	2165.916667	7.2	APO	188.572931	23.07
4660 Nereus	2166.166667	7.1	APO	786.1028149	5.6
2005 ED318	2166.5	4.4	AMO	237.3992548	6.63
2001 GR2	2166.833333	7.5	APO	164.240157	19.16
2003 UV11	2166.833333	9.1	APO	431.9956278	26.19
2009 BH2	2167.083333	6.2	ATE	113.6264273	17.45
25143 Itokawa	2167.333333	9.8	APO	495.9973446	5.75
388945 2008 TZ3	2167.416667	9.8	APO	285.4166809	8.63
1994 XD	2167.5	6.6	APO	519.3729793	20.56
162416 2000 EH26	2167.5	3.6	APO	156.8481322	8.68
2003 QH5	2167.583333	7.2	APO	327.7021958	10.67
173561 2000 YV137	2167.666667	8.3	APO	786.1028149	15.91
2012 DX13	2167.75	7.5	APO	54.38502737	24.59
2005 QZ151	2167.833333	7.5	APO	312.9531674	13.14
2007 TU24	2168.083333	4.5	APO	298.8679546	9.05
2010 RE	2168.166667	9	APO	10.85123956	7.02
2011 EL11	2168.666667	5.2	APO	376.2524629	19.69
2008 XQ2	2168.833333	7.3	APO	343.1463245	11.29
374158 2004 UL	2168.916667	3.2	APO	596.3199671	35.75
2012 UV136	2168.916667	5.9	APO	27.25708142	3.7
2004 JN1	2169	9.4	APO	65.38518418	4.9
2009 BG	2169.083333	2.7	APO	27.25708142	8.43
2013 BS45	2169.25	5.9	ATE	22.67145283	3.14
2013 GT66	2169.333333	6.3	ATE	31.29531674	11.26
2010 HQ80	2169.333333	5.3	APO	393.9846951	20.1
2002 UK11	2169.5	7.8	APO	156.8481322	17.47
1999 MN	2169.583333	9.5	ATE	180.085751	14.85
3362 Khufu	2169.666667	4.4	ATE	750.7223601	15.12
2001 XX4	2170	6.7	APO	130.460594	18.24
2010 XR69	2170	7.9	ATE	28.54166809	15.8
341843 2008 EV5	2170	7	ATE	343.1463245	4.48
2007 RV9	2170.166667	4.6	APO	312.9531674	13.04
2013 BS45	2170.25	9.7	ATE	22.67145283	3.52
5011 Ptah	2170.25	7.6	APO	1885.72931	12.49
2004 XK3	2170.916667	2.5	APO	45.23549545	6.79
54509 YORP	2171.666667	7.3	APO	98.964481	6.72
2003 QB30	2171.666667	9.7	APO	14.97888034	12.75
7822 1991 CS	2171.75	9.6	APO	1136.264273	19.49
312070 2007 TA19	2171.75	9.2	ATE	452.3549545	19.41
2013 UB	2171.833333	5.1	ATE	16.4240157	8.27
2000 KA	2171.916667	7.8	APO	156.8481322	14.06
2012 TV78	2172	9.3	APO	452.3549545	13.8
276033 2002 AJ129	2172.166667	1.8	APO	624.4236613	34.88
2013 CZ87	2172.166667	8.9	APO	21.65106937	6.47
2007 ED125	2172.25	4.4	APO	206.7661072	13.56
1998 SJ70	2172.25	5	APO	750.7223601	21.14
2010 FD7	2172.666667	5.7	APO	130.460594	15.79
2007 UW1	2172.833333	4.5	ATE	98.964481	4.75
163249 2002 GT	2172.833333	8.1	APO	716.934288	8.79
2003 YN107	2173	3.3	ATE	17.19805571	2.54
1998 SD9	2173.75	3.4	ATE	49.59973446	10.36
2003 UV11	2173.833333	8	APO	431.9956278	26.11
2010 KV39	2174.416667	1.5	ATE	14.97888034	10.43
2013 WR67	2174.916667	7.6	APO	136.6090123	17.65
1994 XD	2175	6.8	APO	519.3729793	21.29
163899 2003 SD220	2175	6.3	ATE	1430.471967	6.11
