name	date	distance	class	diameter	velocity
2013 AB65	2013.083333	1.6	APO	10.36285333	24.31
2013 BY2	2013.083333	2.5	APO	12.45889	11.58
2013 AB4	2013.083333	6.5	APO	11.89814758	8.85
2013 BB70	2013.083333	8.9	APO	56.94811474	10.22
2013 BL18	2013.083333	1.3	APO	22.67145283	14.33
2013 BM18	2013.083333	2.3	APO	13.66090123	8.96
2013 BR27	2013.083333	0.6	APO	9.451034563	11.16
2013 AP72	2013.083333	1.9	APO	16.4240157	8.72
2013 BQ18	2013.083333	8.8	APO	29.88679546	14.35
2013 BD74	2013.083333	8.9	APO	49.59973446	9.45
2013 AT72	2013.083333	9.9	ATE	49.59973446	12.91
2013 BT15	2013.083333	4.6	APO	11.89814758	6.97
2013 BB74	2013.083333	9.3	APO	18.8572931	10.01
2013 CY	2013.083333	0.9	APO	7.507223601	2.93
2013 CL22	2013.166667	1.2	APO	39.39846951	9.65
2013 CN118	2013.166667	6	ATE	27.25708142	9.99
2013 CY32	2013.166667	0.3	APO	8.231506992	32.21
2013 DC1	2013.166667	5.5	APO	47.36737868	10.74
2013 BA74	2013.166667	4.5	APO	27.25708142	7.18
2013 DA1	2013.166667	9.1	APO	11.89814758	1.78
2013 CL129	2013.166667	0.7	APO	7.16934288	6.07
2013 BS45	2013.166667	4.9	ATE	22.67145283	3.08
2013 CF129	2013.166667	9.5	APO	20.67661072	6.68
2013 BV15	2013.166667	3.7	APO	47.36737868	8.21
367943 Duende	2013.166667	0.09	ATE	54.38502737	7.82
2013 DB	2013.166667	5	APO	26.03031067	6.04
2013 DP1	2013.166667	1.7	APO	8.231506992	14.45
2013 CE82	2013.166667	4.6	APO	41.25526218	13.17
2013 CW129	2013.166667	1.3	APO	9.025667938	16.65
2013 CZ87	2013.166667	7	APO	21.65106937	6.93
2013 DS9	2013.166667	8.7	APO	18.8572931	7.01
2013 EB	2013.166667	1	APO	12.45889	13.57
2013 EV27	2013.166667	3	APO	13.66090123	12.53
2013 EQ41	2013.25	4.9	APO	27.25708142	7.68
2013 EC	2013.25	1	APO	9.451034563	20.17
2013 EE68	2013.25	9	APO	51.93729793	12.28
2013 FK	2013.25	7.4	APO	75.07223601	9.14
2013 EF68	2013.25	6.1	APO	23.73992548	16.97
2013 EC20	2013.25	0.4	APO	5.438502737	3.57
2013 ET	2013.25	2.5	APO	82.31506992	11.88
2013 EN20	2013.25	1.2	APO	5.193729793	7.3
2013 ES41	2013.25	6.5	ATE	16.4240157	9.32
2013 EA29	2013.25	3.5	APO	17.19805571	14.59
2013 ED68	2013.25	1.4	APO	8.619445965	6.65
2007 EO88	2013.25	4.4	APO	18.0085751	10.65
2013 FU13	2013.25	1.8	APO	12.45889	5.94
2013 ES11	2013.25	6.3	APO	62.44236613	10.61
2013 FG	2013.25	3.8	APO	26.03031067	9.21
2013 FD8	2013.25	8.4	ATE	24.8587537	9.36
2013 GD55	2013.25	2.4	APO	75.07223601	8.5
2013 EL89	2013.25	4.6	APO	21.65106937	8.92
2013 FB8	2013.25	4.2	APO	35.93183125	7.86
2013 GA55	2013.333333	3	APO	10.36285333	9.59
2013 GW38	2013.333333	1.3	APO	7.16934288	10.52
2013 HO	2013.333333	7.4	APO	22.67145283	5.11
2013 GB55	2013.333333	9.8	AMO	23.73992548	8.07
2013 GT66	2013.333333	7.1	ATE	31.29531674	10.81
2010 GM23	2013.333333	3.9	APO	39.39846951	13.14
2013 GH66	2013.333333	4	APO	8.619445965	2.21
2013 GJ69	2013.333333	7.8	AMO	17.19805571	8.1
2013 HT14	2013.333333	2.2	APO	18.8572931	21.15
2013 HT25	2013.333333	0.1	APO	5.963199671	29.78
2013 GH23	2013.333333	5.5	APO	24.8587537	10.62
2013 JF1	2013.333333	9.9	APO	35.93183125	6.59
2013 JO7	2013.416667	3.4	APO	21.65106937	5.79
2013 JV17	2013.416667	4.1	APO	9.8964481	8.69
2013 JD34	2013.416667	2.3	APO	34.31463245	20.3
2013 JR7	2013.416667	9.1	APO	14.97888034	7.13
2013 JM22	2013.416667	7.9	APO	75.07223601	29.23
2013 KQ1	2013.416667	6.6	AMO	14.30471967	5.55
2013 KA	2013.416667	2.1	APO	9.025667938	5.18
2013 KT1	2013.416667	3.2	ATE	16.4240157	5.83
2013 KB	2013.416667	3.2	APO	12.45889	6.75
2013 KS1	2013.416667	4.8	APO	14.97888034	9.5
2009 FE	2013.5	9.6	APO	188.572931	8.81
2013 LR6	2013.5	0.3	APO	9.451034563	9.88
2013 LD2	2013.5	6	AMO	37.62524629	6.43
2013 NR13	2013.583333	8.4	APO	24.8587537	9.96
2013 NH4	2013.583333	4.3	APO	23.73992548	13.55
2013 NE24	2013.583333	2	APO	11.89814758	11.76
2013 NJ4	2013.583333	3.9	APO	11.36264273	5.4
2013 OY3	2013.583333	9.4	ATE	37.62524629	7.78
2013 PG10	2013.583333	1.4	APO	9.451034563	7.05
2006 BL8	2013.583333	9.3	APO	39.39846951	11.51
2003 DZ15	2013.583333	9.1	APO	118.9814758	14.34
2013 PE21	2013.666667	9.9	AMO	41.25526218	7.33
2013 PJ10	2013.666667	1	APO	41.25526218	6.94
277475 2005 WK4	2013.666667	8.1	APO	327.7021958	8.38
2013 PS13	2013.666667	0.5	APO	12.45889	17.39
2013 PR43	2013.666667	2.6	APO	71.6934288	6.79
2013 QM48	2013.666667	1.2	APO	11.36264273	7.66
2013 QG11	2013.666667	5.5	APO	19.74600995	7.01
2013 QP48	2013.666667	1.1	APO	9.451034563	8.74
2013 QR1	2013.666667	8.2	APO	164.240157	31.25
2014 DJ10	2013.666667	6.9	APO	82.31506992	11.27
2013 RY29	2013.75	4.3	APO	19.74600995	10.24
2013 RO5	2013.75	8.3	ATE	37.62524629	7.63
2013 RE32	2013.75	2.2	APO	41.25526218	9.81
2013 RG	2013.75	0.6	APO	4.523549545	16.17
2013 RZ5	2013.75	1.1	APO	7.16934288	17.12
2013 RO30	2013.75	0.8	APO	7.16934288	9.4
2013 RF32	2013.75	0.4	APO	6.244236613	19.85
2013 QE16	2013.75	8.2	AMO	17.19805571	4.44
2013 RQ5	2013.75	4.8	APO	21.65106937	22.76
2013 RR43	2013.75	1.5	APO	28.54166809	19.06
2013 RS73	2013.75	1.6	APO	11.89814758	14.81
2013 RY80	2013.75	9.2	AMO	23.73992548	6.76
2013 RV73	2013.75	5.7	APO	28.54166809	14.72
2013 RS43	2013.75	2.9	APO	13.66090123	5.96
2013 RT73	2013.75	8.3	APO	39.39846951	8.17
2013 RM73	2013.75	2.3	APO	15.68481322	9.9
2013 SW19	2013.75	4.5	APO	13.66090123	8.43
2013 RF74	2013.75	5.5	APO	20.67661072	10.52
2013 SR19	2013.75	10	APO	18.8572931	14.62
2013 RZ53	2013.75	0.6	ATE	2.067661072	2.18
2013 SP19	2013.75	1.8	APO	4.959973446	5.19
2013 TH6	2013.75	6.9	APO	23.73992548	13.02
2013 TG6	2013.75	3.5	ATE	16.4240157	4.12
2013 SK20	2013.75	2.3	APO	11.36264273	11.29
2013 TM69	2013.75	4.1	APO	18.0085751	9.94
2013 TD	2013.75	6.4	APO	16.4240157	7.74
2013 TP4	2013.75	2.2	APO	11.89814758	25.19
2013 TQ4	2013.833333	4.9	APO	10.85123956	6.27
2013 TY68	2013.833333	6	APO	8.619445965	10.87
2013 TR12	2013.833333	0.6	APO	6.846669297	14.5
2013 TV132	2013.833333	8.6	APO	16.4240157	9.54
2013 SU24	2013.833333	5.1	APO	43.19956278	6.01
2013 SC21	2013.833333	8.8	APO	34.31463245	11.72
2013 TO4	2013.833333	6.3	APO	29.88679546	9.48
2013 TL127	2013.833333	1	APO	15.68481322	13.99
2013 TX68	2013.833333	5.4	APO	29.88679546	14.06
2013 UT4	2013.833333	7.1	APO	19.74600995	5.06
2013 TM127	2013.833333	3	APO	16.4240157	11.5
2013 UQ5	2013.833333	9	APO	26.03031067	8.83
2013 UG1	2013.833333	4.5	ATE	118.9814758	14.48
2013 UB	2013.833333	1.6	ATE	16.4240157	7.88
2013 UJ5	2013.833333	3.8	APO	7.861028149	10.88
2013 UT3	2013.833333	2.4	APO	13.0460594	16.62
2013 UR1	2013.833333	0.7	APO	9.025667938	21.86
2013 UX2	2013.833333	0.4	APO	4.959973446	4.37
2013 VY11	2013.833333	5.4	APO	22.67145283	10.64
2013 VM5	2013.833333	9	APO	24.8587537	13.19
2013 VP13	2013.833333	5.7	APO	20.67661072	11.14
2013 VJ13	2013.833333	4.6	APO	56.94811474	16.33
2013 VL	2013.833333	1.7	APO	9.8964481	9.33
2013 UV3	2013.833333	0.7	APO	14.97888034	16.68
2013 VL5	2013.916667	6.8	APO	18.8572931	9.82
2013 UJ9	2013.916667	4.9	APO	17.19805571	9.28
2013 VN5	2013.916667	1.3	APO	11.36264273	9.97
2013 VG2	2013.916667	2.6	APO	18.0085751	12.82
2013 VP11	2013.916667	6.1	APO	26.03031067	16.45
2013 VH2	2013.916667	8.5	APO	11.36264273	8.15
2013 VO11	2013.916667	1.8	APO	7.507223601	10.32
2013 UE1	2013.916667	7.4	APO	45.23549545	8.96
2013 VJ11	2013.916667	0.9	APO	9.025667938	9.27
2013 VW13	2013.916667	3.3	APO	19.74600995	16.61
2013 VK11	2013.916667	5.1	APO	14.30471967	8.79
2013 VD17	2013.916667	1.4	APO	11.36264273	11.93
2011 JY1	2013.916667	6.7	APO	41.25526218	11.95
2001 AV43	2013.916667	3	APO	41.25526218	3.6
2013 WM	2013.916667	4.1	APO	59.63199671	35.7
2013 VK13	2013.916667	8.1	APO	21.65106937	10.27
2013 WZ107	2013.916667	2.9	APO	11.36264273	6.7
2013 WX44	2013.916667	8.1	APO	23.73992548	11.12
2013 WY43	2013.916667	7	APO	15.68481322	10.8
2013 WZ44	2013.916667	1.6	APO	23.73992548	12.62
2013 XF4	2013.916667	5.2	ATE	21.65106937	13.07
2013 WY	2013.916667	7	APO	18.8572931	4.29
2013 NJ	2013.916667	2.5	APO	143.0471967	6.82
2013 WH25	2013.916667	0.4	APO	4.125526218	20.89
2013 WV43	2014	9.5	APO	14.97888034	8.78
2013 XH17	2014	7.1	APO	29.88679546	10.15
2013 XY8	2014	2	APO	34.31463245	9.05
2013 XS21	2014	0.2	APO	4.523549545	8.27
2013 XT21	2014	1.1	APO	11.89814758	13.55
2013 XU21	2014	6.1	APO	19.74600995	10.73
2013 YD	2014	2.3	APO	65.38518418	13.99
2013 XH22	2014	1.9	APO	19.74600995	19.31
2013 YQ2	2014	4.2	APO	62.44236613	11.22
2013 YB	2014	0.07	APO	1.719805571	10.52
2013 YJ48	2014	6.3	APO	19.74600995	15.32
2011 YD29	2014	6.1	ATE	18.8572931	6.7
2014 AF5	2014.083333	0.3	APO	5.963199671	14.62
2013 YL2	2014.083333	3.6	APO	82.31506992	22.01
2014 AF16	2014.083333	6.2	APO	31.29531674	9.37
2013 YM48	2014.083333	8.8	APO	24.8587537	13.27
2013 YV102	2014.083333	6.7	APO	27.25708142	14.62
2014 AM51	2014.083333	7.9	APO	35.93183125	6.35
2014 AK51	2014.083333	1	APO	16.4240157	9.28
2014 AD16	2014.083333	1.5	APO	11.36264273	8.31
2014 AG51	2014.083333	0.3	APO	3.593183125	15.04
2014 AE29	2014.083333	4.1	ATE	11.36264273	4.92
2014 AW32	2014.083333	0.5	APO	10.85123956	12.37
2014 AZ32	2014.083333	6.2	APO	21.65106937	7.12
2014 BP	2014.083333	8.7	APO	32.77021958	10.33
2014 BF25	2014.083333	7.7	APO	28.54166809	12.56
2014 AE51	2014.083333	6.1	APO	27.25708142	12.69
2014 BT8	2014.083333	4.3	ATE	34.31463245	7.25
2014 BZ2	2014.083333	6	APO	27.25708142	17.35
2014 BA3	2014.083333	5.9	ATE	7.861028149	2.23
2014 BP8	2014.083333	3.9	APO	11.89814758	9.34
2014 BX57	2014.083333	6.7	APO	17.19805571	5.41
2014 BM25	2014.083333	2.7	APO	8.231506992	6.89
2012 BX34	2014.083333	9.6	ATE	10.36285333	10
2014 BK25	2014.083333	3.2	APO	10.85123956	11.93
2014 CE	2014.166667	1.4	APO	13.0460594	13.16
2014 BX43	2014.166667	9	APO	22.67145283	16.63
2014 BM62	2014.166667	3.2	APO	29.88679546	8.6
2014 BW32	2014.166667	1.9	ATE	16.4240157	7.14
2014 DA	2014.166667	9.3	APO	98.964481	13.36
2014 BP43	2014.166667	5.5	APO	17.19805571	7.43
2014 CR13	2014.166667	2.2	APO	23.73992548	12.21
2014 CF13	2014.166667	9.6	APO	34.31463245	15.25
388188 2006 DP14	2014.166667	6.2	APO	569.4811474	27.13
2014 BT43	2014.166667	9.8	APO	24.8587537	11.27
2014 CB3	2014.166667	8.8	APO	20.67661072	7.55
2014 DH	2014.166667	8.8	ATE	16.4240157	10.25
2014 DW17	2014.166667	5.6	APO	28.54166809	9.32
2014 DC	2014.166667	5.7	APO	15.68481322	8.07
2000 EM26	2014.166667	8.8	ATE	130.460594	12.37
2014 BR57	2014.166667	4.4	APO	56.94811474	11.01
2014 DE23	2014.166667	4.5	APO	41.25526218	8.77
1995 CR	2014.166667	7.7	ATE	156.8481322	29.36
2014 DK10	2014.166667	0.7	APO	9.8964481	12.01
2014 DH6	2014.166667	2	APO	23.73992548	17.14
2014 CR	2014.166667	8.3	APO	98.964481	12.03
2014 DK23	2014.166667	2.8	APO	12.45889	7.91
2014 EU	2014.25	2.1	APO	9.8964481	5.84
2014 EL	2014.25	3.2	ATE	13.66090123	12.25
2014 EG45	2014.25	3.2	APO	143.0471967	18.31
2014 DX110	2014.25	0.9	APO	24.8587537	14.85
2014 EF	2014.25	0.4	APO	5.438502737	15.09
2014 EC	2014.25	0.2	APO	7.861028149	16.01
2014 EB4	2014.25	8.4	APO	21.65106937	8.49
2014 FX32	2014.25	5.9	APO	35.93183125	8.64
2014 EX24	2014.25	0.7	APO	6.244236613	16.2
2014 CU13	2014.25	8	APO	149.7888034	19.31
2014 EP12	2014.25	2.9	APO	26.03031067	9.95
2014 EB25	2014.25	2.7	APO	13.0460594	13.22
2014 DU22	2014.25	7.9	APO	47.36737868	9.41
2014 EM	2014.25	4.3	APO	28.54166809	11.68
2014 FE	2014.25	1.1	APO	9.8964481	19.91
2014 FS32	2014.25	5.8	APO	17.19805571	10.72
2014 EY24	2014.25	8.5	APO	51.93729793	7.96
2014 FA7	2014.25	1.4	APO	15.68481322	6.14
2014 FB7	2014.25	3.1	APO	10.85123956	11.13
2014 FZ	2014.25	7.5	APO	13.66090123	4.22
2014 FD	2014.25	4.5	APO	27.25708142	8.44
2014 FM33	2014.25	9.4	APO	18.8572931	6.3
2014 FN38	2014.25	8.9	ATE	16.4240157	7.24
2014 FO38	2014.25	4.8	ATE	20.67661072	8.85
2014 FT37	2014.25	1	APO	9.8964481	7.51
2014 FK38	2014.25	3	ATE	31.29531674	6.38
2007 HB15	2014.333333	6.7	APO	9.451034563	5.88
2010 JO33	2014.416667	4	APO	34.31463245	8.19
2011 PU1	2014.583333	7.6	APO	34.31463245	5.04
2013 RZ53	2014.75	1.9	ATE	2.067661072	1.56
2009 RR	2014.75	1	APO	27.25708142	13.06
357439 2004 BL86	2015.083333	3.1	APO	569.4811474	15.67
2011 UW158	2015.583333	6.4	APO	452.3549545	6.04
2013 BQ18	2015.583333	8.7	APO	29.88679546	14.07
2005 UL5	2015.916667	5.9	ATE	312.9531674	18.99
2011 YD29	2016	7	ATE	18.8572931	6.81
2011 YE40	2016	9.4	APO	31.29531674	12.69
2013 VA10	2016.166667	6.3	APO	130.460594	26.04
2011 EH17	2016.25	8.4	ATE	41.25526218	16.85
2013 TX68	2016.25	6.9	APO	29.88679546	14.84
2010 FX9	2016.25	6.9	APO	49.59973446	11.06
2005 GR33	2016.333333	7.7	ATE	136.6090123	15.88
2008 HU4	2016.333333	4.9	APO	7.861028149	1.44
2009 DL46	2016.416667	6	APO	164.240157	6.45
2005 OH3	2016.666667	5.8	AMO	21.65106937	3.53
2009 UG	2016.75	5.8	ATE	78.61028149	9.04
2004 KB	2016.916667	9.3	APO	206.7661072	13.45
2005 VL1	2017.166667	9.7	ATE	13.66090123	5.72
2012 DR32	2017.25	2.7	ATE	41.25526218	16.9
2007 WV4	2017.5	8	APO	473.6737868	23.24
2010 NY65	2017.5	7.9	ATE	171.9805571	12.68
1989 VB	2017.75	7.9	APO	393.9846951	6.29
2012 TC4	2017.833333	0.3	APO	15.68481322	6.96
2005 TE49	2017.833333	4.1	ATE	15.68481322	10.47
171576 1999 VP11	2017.833333	5.8	APO	684.6669297	21.2
2006 UK	2017.916667	8.7	APO	327.7021958	14.8
2010 VD139	2017.916667	4.9	ATE	19.74600995	5.79
2008 WM61	2018	3.8	APO	15.68481322	4.69
2006 XY	2018	5.6	APO	54.38502737	4.92
2004 FG29	2018.333333	4.1	ATE	21.65106937	14.96
2008 GY21	2018.333333	2.7	APO	10.36285333	10.92
1999 FN19	2018.416667	9.7	APO	108.5123956	5.7
388945 2008 TZ3	2018.416667	6.5	APO	285.4166809	9.02
68347 2001 KB67	2018.416667	9.5	ATE	359.3183125	13.34
2010 NY65	2018.5	7.3	ATE	171.9805571	12.58
1998 SD9	2018.666667	4.2	ATE	49.59973446	10.7
2008 WD14	2018.916667	6.8	APO	90.25667938	9.26
2013 VX4	2019	4.1	APO	62.44236613	6.61
163899 2003 SD220	2019	7.4	ATE	1430.471967	6.24
2013 YM2	2019.083333	7.1	ATE	19.74600995	4.26
2012 VZ19	2019.25	9.8	ATE	26.03031067	7.61
2012 KT12	2019.416667	3.1	APO	18.8572931	3.94
2013 YA14	2019.5	9.1	APO	62.44236613	10.4
2010 NY65	2019.5	7.6	ATE	171.9805571	12.62
2010 PK9	2019.583333	8.6	ATE	136.6090123	16.45
2010 RM82	2019.75	9.4	APO	22.67145283	13.92
2010 CO1	2019.75	8.5	APO	171.9805571	13.86
2008 EA9	2019.916667	9.9	APO	9.8964481	2.11
2009 XO	2020.416667	8.9	APO	260.3031067	12.78
388945 2008 TZ3	2020.416667	7.3	APO	285.4166809	8.78
2000 KA	2020.416667	8.8	APO	156.8481322	13.5
2012 UV136	2020.416667	8.5	APO	27.25708142	3.57
2013 XA22	2020.5	9.9	APO	94.51034563	6.51
2010 NY65	2020.5	9.8	ATE	171.9805571	12.89
2002 BF25	2020.583333	9.4	APO	124.5889	6.81
2007 RF1	2020.666667	9.8	ATE	20.67661072	4.86
2001 GP2	2020.833333	3.2	APO	14.30471967	2.48
2011 CL50	2021	3.6	ATE	10.36285333	3.3
2012 BT1	2021.083333	7.8	ATE	11.36264273	7.22
332446 2008 AF4	2021.083333	9.6	APO	393.9846951	10.99
2011 EH17	2021.25	6	ATE	41.25526218	17.04
1999 RM45	2021.25	7.6	APO	452.3549545	20.04
231937 2001 FO32	2021.25	5.2	APO	989.64481	34.41
2013 VO11	2021.416667	3.4	APO	7.507223601	10.19
2012 BA35	2021.666667	6.9	APO	59.63199671	4.25
2011 UC292	2021.666667	7.6	APO	103.6285333	8.35
2010 VK139	2021.916667	6.6	ATE	62.44236613	13.94
2011 JV10	2022.083333	8.4	APO	3.939846951	4.89
7482 1994 PC1	2022.083333	5.2	APO	1497.888034	19.56
2011 GE3	2022.25	7.9	ATE	21.65106937	7.06
2008 AG33	2022.333333	8.4	APO	431.9956278	10.39
2012 UX68	2022.416667	3.3	APO	51.93729793	8.12
2013 SL20	2022.833333	8.8	APO	43.19956278	12.55
2004 UT1	2022.833333	3.4	ATE	16.4240157	6.4
2010 XC15	2023	2	ATE	180.085751	10.1
367789 2011 AG5	2023.166667	4.7	APO	149.7888034	9.92
2009 QH6	2023.166667	3.6	APO	98.964481	9.18
2006 BE55	2023.166667	9.3	APO	143.0471967	13.32
1994 XD	2023.5	8.2	APO	519.3729793	21.47
2010 TE	2023.75	7.8	ATE	21.65106937	5.8
2013 TG6	2023.75	3.5	ATE	16.4240157	4.14
2011 GA	2023.833333	9.1	APO	216.5106937	16.42
1998 HH49	2023.833333	3.1	APO	188.572931	14.79
2013 UV3	2023.833333	7.6	APO	14.97888034	15.97
2010 UE51	2024	8.9	APO	7.507223601	1.31
2008 OS7	2024.166667	9.6	APO	272.5708142	17.98
2013 NK4	2024.333333	8.4	APO	596.3199671	16.49
2008 LD	2024.416667	6.2	ATE	5.694811474	4.4
2008 YN2	2024.5	10	APO	18.8572931	7.66
2013 FW13	2024.75	8.8	APO	156.8481322	15.54
363027 1998 ST27	2024.833333	9.3	ATE	431.9956278	16.63
2006 WB	2024.916667	2.3	ATE	94.51034563	4.2
2007 XB23	2025	1.1	APO	13.0460594	4.77
2012 PB20	2025.166667	3.6	APO	35.93183125	4.27
2011 HJ7	2025.416667	5.9	APO	130.460594	15.83
2008 DG5	2025.5	9.1	APO	393.9846951	6.21
2008 CM74	2025.5	5.7	APO	8.231506992	4.4
1997 QK1	2025.666667	7.8	APO	312.9531674	9.83
2009 FF	2025.75	6.9	APO	156.8481322	12.88
2009 HC	2025.833333	8.2	APO	39.39846951	4.18
1999 SF10	2026	8.2	APO	47.36737868	4.39
2010 RA91	2026.25	4.6	APO	75.07223601	10.55
2013 GM3	2026.333333	0.7	ATE	18.8572931	7.4
2003 LN6	2026.5	3.7	ATE	39.39846951	3.91
152637 1997 NC1	2026.5	6.7	ATE	861.9445965	8.89
221455 2006 BC10	2026.666667	9.3	APO	452.3549545	19
2010 VQ	2027	4.2	ATE	9.8964481	4.33
2010 FM	2027.25	8	ATE	13.0460594	7
2009 HC	2027.333333	6.1	APO	39.39846951	4.15
2012 XJ112	2027.5	8.4	APO	14.30471967	10.36
137108 1999 AN10	2027.666667	1	APO	902.5667938	26.28
2006 SB	2027.75	4.7	APO	23.73992548	9.64
2003 HT42	2028.333333	9.4	ATE	37.62524629	5.01
2000 SG344	2028.416667	7.6	ATE	39.39846951	2.03
2009 WR52	2028.416667	0.6	APO	7.507223601	5.73
153814 2001 WN5	2028.5	0.6	APO	750.7223601	10.24
2011 LJ19	2028.583333	3.8	APO	180.085751	9.76
2004 OB	2028.75	5.8	APO	596.3199671	7.36
2002 TZ66	2028.833333	5.6	ATE	22.67145283	5.77
35396 1997 XF11	2028.833333	2.4	APO	1430.471967	13.92
2013 XA22	2028.916667	8.8	APO	94.51034563	7.77
1998 XX2	2028.916667	7.9	ATE	359.3183125	7.75
2012 XE133	2029	2.2	ATE	71.6934288	9.8
292220 2006 SU49	2029.083333	3.2	APO	431.9956278	4.9
2009 CV	2029.25	8.6	APO	47.36737868	3.34
2009 BL71	2029.333333	9.6	ATE	136.6090123	9.31
99942 Apophis	2029.333333	0.1	ATE	393.9846951	7.41
2007 WA	2029.416667	7.3	APO	39.39846951	4.89
2000 SL10	2029.416667	4.3	APO	143.0471967	8.4
2013 OY3	2029.583333	5.7	ATE	37.62524629	8.86
2000 UK11	2029.666667	7.9	ATE	29.88679546	5.85
2008 EM7	2029.75	7.5	APO	197.4600995	18.36
2006 HE2	2029.75	3.1	APO	17.19805571	4.88
2008 UA202	2029.833333	7.6	APO	4.523549545	2.96
2001 AV43	2029.916667	0.8	APO	41.25526218	4
2008 LV16	2029.916667	7.3	APO	298.8679546	16.23
2012 WH1	2030	9.5	ATE	56.94811474	9.25
2001 CP36	2030.166667	5.1	ATE	62.44236613	9.11
2005 CD69	2030.25	4	APO	47.36737868	5.93
1999 MN	2030.583333	6.6	ATE	180.085751	15.34
2009 YR	2030.75	5.6	ATE	8.619445965	3.4
2010 DM56	2030.75	5.7	APO	359.3183125	15.26
2003 UY12	2030.833333	7	ATE	90.25667938	16.5
2001 CQ36	2031.083333	8.8	ATE	108.5123956	5.21
2008 PF1	2031.166667	6.9	APO	130.460594	13.78
2011 AH5	2031.583333	3.9	APO	21.65106937	9.7
2007 TQ24	2031.75	6.5	ATE	130.460594	15.63
2003 MK4	2032.083333	9.8	APO	226.7145283	13.18
2009 BF2	2032.083333	4.3	APO	22.67145283	5.62
2007 EC	2032.083333	9.6	ATE	124.5889	6.12
2001 BA16	2032.083333	7.4	ATE	21.65106937	4.51
2009 CB3	2032.25	6.2	APO	452.3549545	25.74
2010 DA	2032.25	8.2	APO	298.8679546	20.22
144898 2004 VD17	2032.416667	8.2	APO	596.3199671	18.85
2011 HJ7	2032.416667	4.3	APO	130.460594	16.53
2014 FW32	2032.5	7.7	ATE	13.66090123	3.92
2003 CG11	2032.666667	7.5	APO	272.5708142	22.7
2008 DB	2032.666667	5.7	APO	24.8587537	6.57
2007 US12	2032.833333	8.6	ATE	130.460594	16.85
2004 TD10	2032.833333	5	ATE	130.460594	9.92
2006 UZ215	2032.833333	6.6	ATE	27.25708142	8.85
2011 YT62	2032.833333	7.7	APO	113.6264273	4.83
2013 CY	2032.916667	4.7	APO	7.507223601	2.47
2013 AT27	2033	9.8	APO	22.67145283	6.7
2008 EL6	2033.25	9.6	APO	216.5106937	12.29
2006 JF42	2033.416667	8.9	ATE	519.3729793	11.64
172678 2003 YM137	2033.5	6.5	APO	624.4236613	17.55
175729 1998 BB10	2033.583333	8.9	APO	298.8679546	13.6
2006 SC	2033.75	8	APO	31.29531674	12.76
1999 UR	2033.833333	9.5	APO	171.9805571	9.21
2010 RF181	2033.916667	6.3	APO	248.587537	7.77
2011 AX22	2034.416667	5.4	ATE	39.39846951	9.92
2003 RU11	2034.75	3.8	ATE	27.25708142	4.66
2005 TA	2034.833333	2.5	APO	12.45889	5.08
2009 WN8	2034.916667	9.8	ATE	31.29531674	11.26
2007 YF	2034.916667	7.1	ATE	37.62524629	3.54
2006 BZ147	2035.166667	7.5	APO	28.54166809	3.9
2012 RM15	2035.25	7	APO	43.19956278	9.08
2008 GM2	2035.333333	2.1	APO	7.507223601	4.84
2012 GE	2035.75	7.3	APO	14.97888034	11.19
216985 2000 QK130	2036.25	4.4	APO	226.7145283	7.56
2009 TP	2036.333333	7.8	APO	65.38518418	5.7
2007 VC3	2036.333333	4.6	APO	37.62524629	11.72
66391 1999 KW4	2036.416667	6	ATE	1719.805571	20.8
2009 KN4	2036.583333	8.2	APO	750.7223601	11.05
2007 RC20	2036.75	5.9	ATE	16.4240157	5.67
2008 NP3	2037.166667	9.3	APO	75.07223601	9.97
2008 DY22	2037.25	6.6	ATE	49.59973446	10.13
2006 GB	2037.25	4.1	ATE	298.8679546	6.93
2005 FG	2037.75	9.2	APO	56.94811474	6.21
2014 CS13	2037.75	4	APO	51.93729793	8.46
2012 UX136	2037.916667	3.3	APO	26.03031067	5.42
2010 XR69	2038	7.9	ATE	28.54166809	15.83
2007 AA9	2038	6.3	ATE	124.5889	12.5
2002 NY40	2038.166667	2.8	APO	543.8502737	20.55
2001 QE71	2038.25	9.5	APO	45.23549545	5.34
2011 WL2	2038.333333	4.7	APO	237.3992548	11.61
1993 KA	2038.416667	2.1	APO	21.65106937	4.6
2012 EC	2038.5	6.3	APO	71.6934288	2.84
2002 QW47	2038.583333	6.7	APO	272.5708142	10.31
2013 ET	2038.75	6.1	APO	82.31506992	11.89
41429 2000 GE2	2038.833333	6.4	APO	272.5708142	15.78
2001 SY269	2038.833333	9.8	APO	171.9805571	16.08
159857 2004 LJ1	2038.916667	7.7	APO	2854.166809	17.17
369057 2008 DK5	2039.166667	4.5	APO	188.572931	18.6
2008 LH2	2039.5	2.6	ATE	45.23549545	8.25
2006 XW4	2039.5	7.3	APO	47.36737868	7.58
2012 XB112	2039.5	4.1	APO	3.593183125	4.5
277570 2005 YP180	2039.5	6.9	APO	473.6737868	19.73
1997 QK1	2039.583333	6.2	APO	312.9531674	9.97
2008 CT1	2039.833333	5	ATE	9.8964481	14.02
2005 VN5	2039.916667	6.8	ATE	13.66090123	7.12
2010 JR34	2040.083333	4.8	ATE	9.8964481	4.57
367789 2011 AG5	2040.166667	2.8	APO	149.7888034	9.8
2013 GH66	2040.333333	9.7	APO	8.619445965	1.96
